subject,mag_prec1,risk_diff1,risk_prec1,mag_noise1,risk_noise1,int_mag1,int_diff1,int_risk1,riskav_mag1,riskav_risk1,risk1_prior,risk1_beta,risk1_bias,mag_prec2,risk_diff2,risk_prec2,mag_noise2,risk_noise2,int_mag2,int_diff2,int_risk2,riskav_mag2,riskav_risk2,risk2_prior,risk2_beta,risk2_bias,mag_prec3,risk_diff3,risk_prec3,mag_noise3,risk_noise3,int_mag3,int_diff3,int_risk3,riskav_mag3,riskav_risk3,risk3_prior,risk3_beta,risk3_bias,NF1_L_r,NF1_R_r,NF2_L_r,NF2_R_r,NINS_L_r,NINS_R_r,NPC1_L_r,NPC1_R_r,NPC2_L_r,NPC2_R_r,NPC3_L_r,NPC3_R_r,NTO_L_r,NTO_R_r,NF1_L_c,NF1_R_c,NF2_L_c,NF2_R_c,NINS_L_c,NINS_R_c,NPC1_L_c,NPC1_R_c,NPC2_L_c,NPC2_R_c,NPC3_L_c,NPC3_R_c,NTO_L_c,NTO_R_c,NF1_L_log,NF1_R_log,NF2_L_log,NF2_R_log,NINS_L_log,NINS_R_log,NPC1_L_log,NPC1_R_log,NPC2_L_log,NPC2_R_log,NPC3_L_log,NPC3_R_log,NTO_L_log,NTO_R_log,mag_precTest,risk_coinTest,risk_symbolTest,risk_symcoinTest,symcoin_symPrec,symcoin_Precdiff,symcoin_coinPrec,symcoin_symNoise,symcoin_coinNoise,symcoin_symInt,symcoin_diffint,symcoin_coinInt,symcoin_symprior,symcoin_coinprior,symcoin_symbeta,symcoin_coinbeta,symcoin_symbias,symcoin_coinbias,symcoin_symrnp,symcoin_coinrnp,NPC1_L_sd_run,NPC1_R_sd_run,NPC1_L_r_run,NPC1_R_r_run,NPC1_L_sd_trial,NPC1_R_sd_trial,NPC1_L_r_trial,NPC1_R_r_trial
31,3.550115,-0.632693,2.917422,0.199178557,0.242373843,-0.08028735,2.60973,2.52944265,1.02287309,0.42020485,0.158467649,0.29946186,3.339323407,3.58001,-1.18E+00,2.40E+00,0.197515309,2.94E-01,-0.0508557,2.60E+00,2.55E+00,1.01430684,0.345646211,0.167426219,0.244886358,4.083526769,3.557165,-1.04E+00,2.51E+00,0.198783801,2.81E-01,-0.0693119,2.51E+00,2.44E+00,1.019676226,0.379400014,0.169925849,0.267766325,3.734599565,0.171789512,0.36327914,0.51439442,0.356514612,0.102026643,0.197060599,0.190019815,0.513187841,0.150072959,-0.068357297,0.01836097,-0.050398374,0.16037497,0.474058064,7.1951876,7.2045107,7.5871544,5.3300366,7.863076,31.57796,6.5762095,5.978308,3.7889853,3.6290038,7.3687615,2.163032,4.4137907,4.1368346,1.9734124,1.9747074,2.0264566,1.6733581,2.062178,3.4524593,1.8834585,1.7881377,1.3320982,1.2889582,1.9972496,0.77151096,1.4847339,1.4199309,3.82321,2.36E+00,2.88792,2.50E+00,2.9474,-7.05E-01,2.2421185,0.239908659,0.315374402,2.553155,-1.65E-01,2.39E+00,0.156955812,0.179058756,0.299729162,0.243775048,3.336345362,4.102142568,0.420529883,0.344703978,2.152099517,1.470364067,0.154,0.578,3.294871982,2.349452734,0.2,0.286
32,2.80472,-0.5399235,2.2647965,0.252113145,0.312216476,0.0179907,2.37687,2.3948607,0.993606091,0.347347817,0.178112627,0.245536482,4.072714532,2.860195,-6.06E-01,2.25E+00,0.247223277,3.14E-01,0.032555,1.99E+00,2.02E+00,0.98868244,0.408389984,0.200409067,0.289448355,3.454847751,2.84313,-6.97E-01,2.15E+00,0.248707158,3.29E-01,0.02553565,2.08E+00,2.10E+00,0.991058686,0.375712236,0.197918229,0.265727751,3.76325016,0.342769296,0.547838519,0.183036286,0.364886879,-0.110145565,-0.004772064,0.405467445,0.129268674,-0.051823473,0.065354371,0.385076131,0.188066494,0.00689556,0.129251987,3.2572272,2.2241044,7.1858144,4.301658,7.6052985,29.769453,1.8710893,1.782027,5.472781,2.860695,1.2130117,4.2939453,10.763654,9.206929,1.1808763,0.7993543,1.9721088,1.4590006,2.028845,3.3934827,0.6265208,0.57775146,1.6997869,1.0510646,0.19310631,1.457206,2.3761752,2.2199564,2.901515,2.28E+00,2.260375,2.14E+00,2.345555,-2.22E-01,2.1239695,0.301466724,0.332917578,2.44292,-5.58E-01,1.89E+00,0.173721988,0.21406633,0.249289208,0.292511364,4.0114051,3.418670603,0.352921216,0.411636566,0.544647414,0.639869333,0.401,0.138,2.929639586,2.691128176,0.189,0.146
33,3.119225,-0.203272,2.915953,0.226693099,0.242495946,-0.1263065,2.150685,2.0243785,1.041323928,0.49945264,0.187430636,0.373986483,2.673893434,3.18386,-6.32E-01,2.55E+00,0.222091041,2.77E-01,-0.1215815,1.83E+00,1.71E+00,1.03892531,0.512571709,0.220367682,0.387593267,2.580024176,3.145015,-4.90E-01,2.65E+00,0.224834152,2.66E-01,-0.1166675,1.92E+00,1.80E+00,1.037792652,0.507743522,0.209769873,0.383440482,2.607966676,0.141922964,0.076849613,0.09705079,0.074214395,0.134132974,0.201958077,0.132857361,0.211065856,0.255385816,0.497552417,0.374131119,0.306636002,0.292083912,0.024699893,10.263908,7.5073457,7.3951187,4.990967,13.534005,33.5182,6.0562277,4.010965,5.19295,9.040515,5.6109695,2.4272046,11.8262,7.783144,2.3286338,2.015882,2.0008202,1.6076297,2.6052055,3.5120885,1.8010871,1.3890319,1.6473019,2.2017162,1.7247236,0.8867402,2.4703174,2.0519605,3.213535,2.56E+00,2.93542,2.66E+00,2.95154,-5.34E-01,2.4171145,0.239572149,0.292541698,2.02248,-4.27E-01,1.60E+00,0.187121396,0.23558442,0.37890605,0.393392101,2.639176653,2.541993084,0.503974943,0.516853274,1.506870952,1.106314276,0.125,0.224,2.591171422,2.945293293,0.156,0.243
34,2.82284,1.884515,4.707355,0.250494814,0.150213184,-0.09826715,3.04373,2.94546285,1.03542446,0.534878829,0.1265042,0.414944969,2.409958125,2.796715,3.10E-01,3.11E+00,0.252834765,2.28E-01,-0.0718794,3.37E+00,3.30E+00,1.026034495,0.34562206,0.129532213,0.24400758,4.098233348,2.772275,3.70E-01,3.14E+00,0.255063722,2.25E-01,-0.09298245,2.71E+00,2.62E+00,1.034108937,0.434579013,0.151319324,0.311435628,3.210936415,0.240120212,0.205081204,0.404789746,0.183732471,0.137431206,-0.006950904,0.351763763,0.180369385,0.300124073,0.385728161,0.134649282,0.424036355,0.281420278,0.226711205,4.9372396,4.54079,5.0313287,5.6015363,10.956693,23.677073,2.9884822,2.0019112,5.147,8.385056,7.6923094,2.9697351,4.9786215,2.2985203,1.5968064,1.513101,1.6156842,1.7230409,2.3939505,3.1645072,1.0947657,0.6941023,1.638414,2.126451,2.040221,1.0884727,1.6051531,0.83226556,2.72444,3.15E+00,4.77858,3.16E+00,4.746855,-1.46E+00,3.286735,0.148963215,0.215139578,2.9902,4.41E-01,3.43E+00,0.124735001,0.123788417,0.412166633,0.248724522,2.426203191,4.020512301,0.532627554,0.352087695,0.778888719,0.659919633,0.436,0.207,1.945206246,1.516471492,0.192,0.111
35,3.82076,2.04527,5.86603,0.185069667,0.120542647,0.0295872,2.63859,2.6681772,0.992286106,0.634541687,0.139016932,0.570816756,1.751875694,3.50606,-6.90E-01,2.82E+00,0.201681312,2.51E-01,0.02954065,1.94E+00,1.97E+00,0.991609798,0.497221,0.192887592,0.371289063,2.693319303,3.55122,-1.66E-01,3.39E+00,0.19911658,2.09E-01,0.03120135,1.93E+00,1.96E+00,0.991252392,0.559766935,0.188352476,0.448177187,2.231260378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6043,2.78E+00,5.620225,3.34E+00,4.808885,-1.85E+00,2.961405,0.147041732,0.238774089,2.211045,-1.82E-01,2.03E+00,0.167475282,0.186502409,0.56469496,0.378917026,1.770867585,2.639100203,0.631420461,0.503984947,1.316246529,0.594951679,0.35,0.428,2.991540813,2.561244791,0.206,0.268
36,3.981695,1.0459,5.027595,0.177589389,0.140645136,0.189646,4.28995,4.479596,0.953487023,0.41024458,0.090192039,0.291399324,3.431716958,3.739625,-7.76E-01,2.96E+00,0.189084943,2.39E-01,0.151054,2.47E+00,2.63E+00,0.960412096,0.412380769,0.153516246,0.292077737,3.42374606,3.810715,-1.68E-01,3.64E+00,0.185557509,1.94E-01,0.1650285,3.06E+00,3.23E+00,0.957617893,0.412364601,0.124885453,0.292986663,3.413124642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.945565,2.86E+00,4.76716,3.57E+00,4.19928,-1.00E+00,3.195785,0.168387624,0.221262313,3.697265,-8.88E-01,2.81E+00,0.10889619,0.143250087,0.29489089,0.295355451,3.391084754,3.385750953,0.41459542,0.415169972,1.259078745,2.050426689,0.319,0.258,3.41289236,3.024021099,0.13,0.234
37,3.863355,-1.2651,2.598255,0.183029202,0.272146799,-0.06848115,2.180115,2.11163385,1.017883859,0.443653103,0.1864639,0.31947013,3.130183096,3.99269,-1.27E+00,2.73E+00,0.177100346,2.59E-01,-0.0457215,2.38E+00,2.33E+00,1.011517119,0.42475686,0.171263137,0.304226064,3.287029344,3.92391,-1.31E+00,2.61E+00,0.180204638,2.71E-01,-0.056415,2.21E+00,2.16E+00,1.014481091,0.437524144,0.183192333,0.313638279,3.188386327,0.348553375,0.326618034,0.15643037,0.016184731,0.233859364,-0.158453265,0.629202503,0.532434135,0.120590946,0.279220034,0.228507849,0.05140864,0.534119935,0.685648075,5.4746284,4.4636374,5.1374755,12.336841,4.791333,30.776707,3.0535889,1.8012167,4.561005,2.6793332,2.7327712,5.4255786,3.930218,3.0131862,1.7001244,1.4959639,1.6365618,2.51259,1.5668087,3.426758,1.1163176,0.5884624,1.5175431,0.985568,1.0053161,1.6911246,1.3686949,1.102998,4.344655,2.67E+00,2.547105,2.55E+00,2.72434,-2.65E-01,2.4593415,0.259551591,0.287518745,2.19783,-1.13E-01,2.09E+00,0.178802428,0.191013874,0.32183577,0.306213014,3.107174817,3.265700518,0.446311334,0.428314432,0.700746074,0.442358456,0.633,0.532,2.335243596,0.973758386,0.203,0.158
38,3.448615,-1.82871,1.619905,0.205040801,0.436511265,0.07176795,2.816125,2.88789295,0.979404389,0.16817427,0.180223884,0.145638285,6.866326376,3.47032,-2.18E+00,1.29E+00,0.20375838,5.48E-01,0.04831915,1.78E+00,1.82E+00,0.986172941,0.24327608,0.260289183,0.184077267,5.432501345,3.44614,-2.26E+00,1.19E+00,0.20518806,5.94E-01,0.0438211,1.99E+00,2.04E+00,0.987364511,0.180609076,0.251003807,0.151507974,6.600312655,0.770808001,0.287552844,0.626320968,0.103729563,-0.122557966,0.073643191,0.43160904,0.700988994,0.392414787,0.516543099,0.583722425,0.152487025,0.319275852,0.246130426,2.0187955,4.1911654,2.1659322,3.2866395,9.13678,30.055052,1.6961186,2.0898077,4.291363,4.397183,2.0079155,2.4970558,3.7560408,6.7774205,0.70250106,1.4329789,0.7728508,1.1898656,2.212308,3.4030309,0.5283425,0.73707205,1.4566044,1.4809641,0.6970971,0.9151123,1.3233654,1.9135966,3.81892,1.28E+00,1.572625,1.18E+00,1.45636,-2.92E-01,1.1640065,0.485530213,0.60747666,2.664685,-9.65E-01,1.70E+00,0.197443535,0.282457298,0.141902474,0.177763691,7.047093492,5.625445757,0.16046356,0.232102636,0.445996159,0.637840187,0.438,0.706,2.475892684,2.339480753,0.275,0.25
39,2.51308,-1.75315,0.75993,0.281370582,0.930489362,0.008065775,1.215635,1.223700775,0.996795627,0.199831471,0.407966573,0.161237277,6.202039726,2.6081,-1.59E+00,1.02E+00,0.271119505,6.94E-01,0.04934845,1.64E+00,1.69E+00,0.981256657,0.190017925,0.298970535,0.156533007,6.38842898,2.58235,-1.79E+00,7.93E-01,0.273822983,8.92E-01,0.0298248,1.34E+00,1.37E+00,0.988516959,0.178603317,0.375057957,0.150233464,6.656306593,0.10228965,-0.07856315,0.167985391,0.416996842,0.163116085,-0.149789085,0.265552996,0.38810551,0.470397073,0.540313912,0.402312428,0.387791048,0.349322461,0.1843128,5.1289344,3.1122727,7.1457753,5.7842593,9.005462,39.95052,6.301589,1.9223429,3.269187,3.8075647,4.273079,1.8776946,6.421383,8.650574,1.634898,1.1353532,1.9665213,1.7551403,2.1978312,3.6876416,1.8408018,0.6535447,1.1845413,1.3369898,1.4523346,0.63004476,1.8596334,2.1576257,2.70869,1.04E+00,0.7647975,8.10E-01,0.8878215,-1.47E-01,0.7407345,0.796451518,0.954602197,1.325005,8.70E-02,1.41E+00,0.365509903,0.379059001,0.173970352,0.136201317,5.748105856,7.342072925,0.224827296,0.148632856,1.421569817,0.50538005,0.25,0.39,1.26287048,2.474244716,0.265,0.199
40,3.375645,0.805364,4.181009,0.209473088,0.169123477,0.15902,2.376995,2.536015,0.953984329,0.545225538,0.146309918,0.428051858,2.336165542,3.34891,-1.82E-01,3.17E+00,0.211145352,2.23E-01,0.1530055,2.04E+00,2.19E+00,0.955339839,0.500662566,0.173076702,0.37592666,2.660093328,3.334235,1.08E-01,3.44E+00,0.212074668,2.05E-01,0.1502685,2.11E+00,2.26E+00,0.955932133,0.51814152,0.166083668,0.396268731,2.523540019,0.103205077,0.450713867,0.410809699,0.214676883,-0.059603234,0.048937592,0.05321617,0.196384987,-0.184835272,0.139880745,0.459270822,0.203269026,-0.180572961,0.061088892,4.2975664,4.5787377,5.2921915,7.3451567,9.775465,36.704258,5.932689,2.9540954,4.3523874,2.655421,2.6655645,3.7172935,11.056783,3.898609,1.4580489,1.5214233,1.6662325,1.9940411,2.2798758,3.6028929,1.7804776,1.0831925,1.4707246,0.9766032,0.9804159,1.3129958,2.403044,1.3606198,3.371725,3.10E+00,4.117915,3.43E+00,4.06587,-9.23E-01,3.1424895,0.173912786,0.225014843,2.45808,-2.95E-01,2.16E+00,0.150886871,0.175114216,0.429461837,0.377198591,2.328495606,2.651123371,0.546312383,0.502414129,1.503169411,0.8419713,0.289,0.2,2.914457605,2.482455168,0.081,0.143
41,3.147455,2.14392,5.291375,0.224659854,0.133633844,-0.04016085,4.41049,4.37032915,1.012841539,0.437825654,0.090485254,0.314355813,3.181108661,3.00435,-1.63E-01,2.84E+00,0.235360987,2.49E-01,-0.0669414,2.36E+00,2.30E+00,1.022531578,0.445470631,0.171036945,0.320571508,3.119428812,3.055685,5.36E-01,3.59E+00,0.231406962,1.97E-01,-0.0620097,2.98E+00,2.92E+00,1.020500531,0.443717491,0.134878875,0.31915601,3.13326389,0.149369053,0.046758802,0.247920543,-0.261790104,0.034895368,-0.230047927,0.169044615,0.623927151,0.413148585,0.506494518,0.30768126,0.23896131,0.499067666,0.277711253,8.143478,5.797269,3.37168,1.9458904,1.5766932,34.177296,2.821277,1.3760852,3.9380105,3.3484452,5.5091734,3.0426688,5.945522,6.0235043,2.0972173,1.7573869,1.2154112,0.6657197,0.45532972,3.5315616,1.0371896,0.31924263,1.3706757,1.2084961,1.7064146,1.112735,1.7826383,1.7956692,2.983465,2.84E+00,5.29227,3.60E+00,4.42876,-1.26E+00,3.17059,0.159662475,0.223020568,3.590045,-1.04E+00,2.55E+00,0.109601655,0.154151628,0.320294407,0.323298424,3.122127572,3.093117465,0.444581981,0.447943263,0.727769436,0.414382635,0.151,0.614,2.385506278,2.898545248,0.102,0.122
42,3.8707,2.10917,5.97987,0.182681887,0.118247852,0.137043,3.25491,3.391953,0.965214209,0.567094937,0.108640018,0.457729622,2.184695839,3.51464,-6.13E-01,2.90E+00,0.201188964,2.44E-01,0.0871155,1.95E+00,2.04E+00,0.975518197,0.495836058,0.186523872,0.368834987,2.711239542,3.59698,7.36E-02,3.67E+00,0.196583462,1.93E-01,0.1041895,2.26E+00,2.36E+00,0.971449661,0.525554475,0.158594377,0.40307215,2.480945409,0.004780576,-0.110180084,0.339128522,0.220997164,0.087163245,-0.099519253,0.05991914,0.13638768,0.195614385,0.254557571,0.272263539,0.069133109,0.077973378,0.152912525,7.055129,3.1768007,15.810573,6.9028435,9.8034935,35.29797,5.2859917,3.0474124,4.622987,7.459156,3.3283765,3.113787,5.859421,3.6374645,1.9537549,1.1558746,2.7606788,1.9319334,2.2827387,3.5638254,1.6650603,1.1142929,1.531041,2.0094423,1.2024846,1.1358397,1.7680508,1.2912868,3.65014,2.85E+00,5.71627,3.63E+00,4.83331,-1.69E+00,3.142825,0.146298661,0.224990822,2.749015,-5.70E-01,2.18E+00,0.13407732,0.174056585,0.456493547,0.374406586,2.190611468,2.670893188,0.566224594,0.499841853,0.927771567,0.828641733,0.048,0.136,3.803058767,2.847789625,0.043,-0.061
43,3.81622,-0.9313865,2.8848335,0.185289837,0.245111817,0.04155805,3.179175,3.22073305,0.989169233,0.327444608,0.134929934,0.232558986,4.299984355,3.964785,-7.57E-01,3.21E+00,0.178346816,2.20E-01,0.08064465,3.29E+00,3.37E+00,0.979865234,0.350116953,0.126213582,0.24762787,4.038317656,3.89981,-8.94E-01,3.01E+00,0.181318265,2.35E-01,0.05120485,3.20E+00,3.25E+00,0.986955735,0.339320814,0.132196669,0.240381411,4.160055449,0.283345837,0.543942374,0.41867292,0.008689085,-0.150973197,-0.009934669,0.197146486,0.265622514,-0.056617774,0.375124579,0.220780075,0.336654157,0.28069288,0.4976289,10.091767,7.977956,6.796066,8.069003,8.111391,37.385124,4.378937,5.2227044,10.867942,3.4335353,4.5522246,4.3133974,3.7471607,2.0240242,2.31172,2.0766823,1.9163439,2.0880299,2.0932693,3.6212728,1.4768059,1.6530154,2.3858173,1.2335905,1.515616,1.4617258,1.3209984,0.7050877,4.158655,3.11E+00,2.79695,2.95E+00,3.04668,-7.13E-02,2.97533345,0.232090926,0.237656314,3.356425,-2.24E-01,3.13E+00,0.128877814,0.135977744,0.235676889,0.24662973,4.243097427,4.054661213,0.332316848,0.348979767,1.173395248,1.510117338,0.252,0.34,2.293968633,2.777819867,0.203,0.178
44,2.820515,2.572435,5.39295,0.250701301,0.131116881,0.1681915,3.136815,3.3050065,0.942111651,0.541810844,0.11241679,0.423663625,2.360363131,2.832755,1.52E+00,4.35E+00,0.249618051,1.63E-01,0.192237,3.24E+00,3.43E+00,0.934389219,0.454435235,0.113974958,0.328375222,3.04529676,2.84308,1.93E+00,4.78E+00,0.248711532,1.48E-01,0.1818265,3.18E+00,3.36E+00,0.938048095,0.494967635,0.113223958,0.369191005,2.708625039,-0.268932148,-0.262411463,0.080163116,0.068344008,0.310962698,-0.087534985,0.03754734,-0.144654269,-0.059714522,0.251171103,-0.07566482,-0.112677903,-0.286530164,-0.057880652,20.724691,18.333162,23.442127,25.243979,29.011204,40.538967,31.220924,18.02856,18.386324,26.275404,23.68451,25.82763,16.599602,39.44099,3.0313258,2.9087117,3.1545348,3.2285876,3.367682,3.7022636,3.4410884,2.8919573,2.911607,3.2686334,3.1648211,3.2514448,2.8093786,3.6748056,2.66891,4.34E+00,5.44276,4.79E+00,5.671905,-8.91E-01,4.7813575,0.124668305,0.147888289,3.476575,2.54E-01,3.73E+00,0.106871539,0.104439194,0.423588779,0.332765322,2.360780194,3.00512083,0.541752177,0.458295324,1.993385903,1.053626759,0.084,0.003,2.159922286,2.140758356,0.059,0.129
45,2.74522,-2.404745,0.340475,0.257577455,2.076824381,-0.112665,0.383005,0.27034,1.041894225,0.452029258,1.447644283,0.326995684,3.058144336,2.76845,-2.70E+00,6.49E-02,0.255416129,1.09E+01,-0.132952,4.32E-01,2.99E-01,1.04919582,0.009972808,2.663140444,0.056331902,17.75193023,2.75982,-2.65E+00,1.09E-01,0.256214819,6.49E+00,-0.121372,3.27E-01,2.05E-01,1.044959606,0.151985706,2.596664213,0.137991885,7.246802974,0.296893388,0.159583052,0.525123542,0.26256966,0.130547861,-0.005068074,0.537519792,0.621605594,0.254672123,0.184661404,0.320155616,0.137848825,0.3396045,0.47595458,3.3289864,3.267011,2.582673,2.067063,3.838782,19.270096,2.072672,2.4339802,4.1068635,8.648104,1.8347006,1.5905198,9.421299,2.515177,1.2026678,1.1838754,0.94882494,0.7261288,1.3451551,2.9585545,0.72883856,0.88952786,1.4126596,2.15734,0.6068813,0.46406087,2.242973,0.9223432,3.031895,1.58E-01,0.3801935,1.66E-01,0.376042,-9.03E-01,-0.5272195,1.880393098,-1.341199977,0.287738,-2.35E-01,5.23E-02,1.347582486,,0.339317482,,2.947092485,,0.465252427,,0.657578023,0.770861819,0.54,0.613,1.638599205,2.241985734,0.296,0.273
46,3.49945,-0.4393135,3.0601365,0.202062262,0.23107034,0.35756,2.70146,3.05902,0.902870582,0.368013688,0.136871343,0.259732075,3.850121329,3.45626,-1.43E+00,2.03E+00,0.204587265,3.49E-01,0.3392945,1.91E+00,2.25E+00,0.906496503,0.329489747,0.192786394,0.233799813,4.277163393,3.46493,-1.12E+00,2.35E+00,0.204075344,3.02E-01,0.348887,2.12E+00,2.47E+00,0.904212461,0.348730088,0.172556033,0.246120737,4.063046496,0.411195589,0.406997455,0.383056149,0.235315789,0.271629903,-0.005404204,0.531927651,0.526146811,0.557797726,0.298179469,0.383737806,0.497885185,0.294914257,0.155781407,3.3658886,4.176982,2.5546224,1.0170325,4.687507,35.849133,6.5199223,1.6768342,2.706816,13.784279,2.3881392,1.803422,3.888841,4.5994215,1.213692,1.4295889,0.9379044,0.016889077,1.5449009,3.5793195,1.8748624,0.51690763,0.995773,2.6235287,0.8705145,0.589686,1.3581111,1.5259305,3.719325,1.98E+00,2.965585,2.32E+00,2.83373,-8.63E-01,1.970525,0.249532165,0.358841822,2.832145,-6.40E-01,2.19E+00,0.147826378,0.197991025,0.259782616,0.233380581,3.849372282,4.284846642,0.368085266,0.328734101,1.039924496,0.548439981,0.518,0.505,1.337772901,1.337008492,0.288,0.317
47,2.99545,1.87043,4.86588,0.236060285,0.145319404,-0.06065885,4.85058,4.78992115,1.020456759,0.373667284,0.086978596,0.263754654,3.791402291,2.96546,5.19E-01,3.48E+00,0.238447587,2.03E-01,-0.0700727,3.32E+00,3.25E+00,1.023911014,0.393489054,0.126050981,0.278274048,3.593579813,2.99784,1.18E+00,4.18E+00,0.235872088,1.69E-01,-0.0579996,4.05E+00,3.99E+00,1.019535498,0.38469469,0.103370461,0.272265431,3.672886402,0.004495171,0.134229653,0.356003122,-0.071140109,-0.099773224,-0.038625365,0.020972566,-0.123117361,-0.094753557,0.553403561,0.05646553,0.072375459,0.017607382,0.070332424,6.4206,7.3143005,4.6270375,6.020108,9.510224,37.01693,2.3343205,2.5087135,5.0319967,2.051519,1.9156876,3.2836912,12.021984,6.8028035,1.8595116,1.9898314,1.5319169,1.7951052,2.2523675,3.6113753,0.84772086,0.91977006,1.6158168,0.7185804,0.65007657,1.1889682,2.486737,1.9173348,2.884905,3.50E+00,4.92849,4.20E+00,4.631635,-6.18E-01,4.0140745,0.152668935,0.176156865,4.502735,-7.42E-01,3.76E+00,0.092157765,0.109079356,0.26706996,0.277158896,3.744337257,3.608038616,0.37826145,0.391887119,0.771246703,0.981528909,0.005,-0.113,3.520774386,3.42043211,0.148,0.104
48,3.36449,1.607245,4.971735,0.210167598,0.142225356,0.38179,3.52566,3.90745,0.892725321,0.455694396,0.099895454,0.330355578,3.027041364,3.25342,-1.93E-01,3.06E+00,0.217342606,2.31E-01,0.366184,2.65E+00,3.02E+00,0.893549488,0.372872369,0.138052523,0.263168061,3.799853201,3.29802,3.73E-01,3.67E+00,0.214403424,1.93E-01,0.37547,2.90E+00,3.27E+00,0.892394396,0.409924705,0.123616877,0.290902225,3.437581138,0.256466688,0.082966128,0.213753097,0.090678912,0.478635399,-0.028250804,0.073385113,0.119968492,0.366834234,-0.109226692,-0.261395345,-0.07594351,0.125770525,0.396895136,6.514606,2.8147562,2.6326363,2.7586942,8.760774,36.504063,14.41576,2.3121269,13.256249,7.6546044,2.5288703,7.339205,3.2541962,2.8756704,1.8740467,1.0348756,0.96798575,1.0147574,2.1702843,3.5974236,2.668322,0.83816785,2.584469,2.0353074,0.9277727,1.9932305,1.1799453,1.0562859,3.26779,2.99E+00,4.82895,3.62E+00,4.53942,-1.23E+00,3.313065,0.155770293,0.213429794,3.58454,-3.24E-01,3.26E+00,0.109025033,0.127763598,0.328801687,0.263811268,3.041346924,3.790588663,0.454004969,0.373746228,3.39157336,0.719518815,0.042,0.111,3.007796966,3.101222818,-0.171,0.024
49,2.967875,-0.6151635,2.3527115,0.238253559,0.300549719,-0.05906455,2.62577,2.56670545,1.020100644,0.335895121,0.167963929,0.237990567,4.201847204,3.0079,-1.11E+00,1.90E+00,0.235083208,3.73E-01,-0.03155185,2.58E+00,2.55E+00,1.01054487,0.261461284,0.182422787,0.193020347,5.180800969,3.01291,-9.64E-01,2.05E+00,0.234692301,3.45E-01,-0.0435504,2.52E+00,2.48E+00,1.01455957,0.298457915,0.180325731,0.21457609,4.660351479,0.124820289,0.396285556,0.125745527,0.123437066,0.249868634,-0.111330728,0.445627463,0.034453822,0.293384721,0.280117453,0.188931525,0.082982145,0.583389888,0.547594093,4.2847137,1.3959632,3.9386573,4.662943,8.323156,25.467966,4.7778244,2.436305,6.167519,5.090318,6.0846357,3.9666827,4.4770536,3.0386603,1.4550537,0.33358464,1.3708398,1.5396467,2.1190414,3.2374215,1.5639853,0.89048254,1.8192967,1.6273403,1.8057668,1.3779302,1.4989651,1.1114167,3.114965,1.90E+00,2.3536,2.05E+00,2.41939,-6.54E-01,1.765212,0.292266555,0.400578957,2.629785,-2.34E-01,2.40E+00,0.163728649,0.194842661,0.238865121,0.191322912,4.186463035,5.226765528,0.337239472,0.257415609,1.518647283,1.029691897,0.506,0.039,2.418531826,3.949635402,0.23,0.169
50,2.765575,2.276125,5.0417,0.255681651,0.140251657,-0.0558985,3.533155,3.4772565,1.020417903,0.501726962,0.108974797,0.376450063,2.656394827,2.692185,3.21E-01,3.01E+00,0.262651631,2.35E-01,-0.0810057,2.12E+00,2.04E+00,1.030546457,0.508480503,0.185134964,0.382960582,2.611234805,2.73687,1.01E+00,3.75E+00,0.258363306,1.89E-01,-0.07653405,2.64E+00,2.56E+00,1.028358744,0.504668389,0.147790763,0.379446311,2.635418957,0.354073455,0.087634439,0.128786766,0.059751973,-0.081457204,0.249521797,0.099458194,0.260725041,0.562493831,0.357125436,0.302326764,0.051276091,0.040967846,0.287969511,4.8356204,6.284438,14.131145,10.925771,9.497802,34.885624,6.6151457,8.526072,4.961822,6.7318377,3.0806108,4.384756,19.317135,12.575325,1.5760094,1.8380765,2.6483812,2.3911242,2.2510605,3.552075,1.8893619,2.1431286,1.601773,1.9068482,1.1251279,1.478134,2.9609926,2.5317366,2.63289,3.05E+00,5.120395,3.77E+00,4.549885,-1.23E+00,3.322905,0.155412012,0.212797772,3.090485,-8.48E-01,2.24E+00,0.122249362,0.168270472,0.38224418,0.38472529,2.61612878,2.599257253,0.506999815,0.509225588,1.827179365,1.416559847,0.096,0.276,3.512233379,3.381306872,0.006,0.048
